0    [main] WARN  com.commsen.stopwatch.Stopwatch  - Properties file stopwatch-engine.properties not found on classpath! Properties not set!
6340 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - blue: 51 (winner)
860253 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - Run: 34 [Tank: blue] [Team: 0] [Points: 50] [Status: winner] [Kills: 6] [Deaths: 3] [Missiles Fired: 45] [Energy Used:460]
860253 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - purple: 9 (loser)
860254 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - Run: 34 [Tank: purple] [Team: 1] [Points: 9] [Status: loser] [Kills: 2] [Deaths: 2] [Missiles Fired: 12] [Energy Used:100]
860254 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - yellow: -15 (loser)
860254 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - Run: 34 [Tank: yellow] [Team: 0] [Points: -15] [Status: loser] [Kills: 1] [Deaths: 3] [Missiles Fired: 4] [Energy Used:320]
860255 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - green: 12 (loser)
860255 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - Run: 34 [Tank: green] [Team: 1] [Points: 12] [Status: loser] [Kills: 1] [Deaths: 2] [Missiles Fired: 19] [Energy Used:200]
869507 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - blue: 52 (winner)
869507 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - Run: 33 [Tank: blue] [Team: 0] [Points: 52] [Status: winner] [Kills: 7] [Deaths: 4] [Missiles Fired: 51] [Energy Used:200]
869507 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - purple: 17 (loser)
869507 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - Run: 33 [Tank: purple] [Team: 1] [Points: 17] [Status: loser] [Kills: 3] [Deaths: 3] [Missiles Fired: 14] [Energy Used:300]
869507 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - yellow: -19 (loser)
869508 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - Run: 33 [Tank: yellow] [Team: 0] [Points: -19] [Status: loser] [Kills: 0] [Deaths: 3] [Missiles Fired: 2] [Energy Used:220]
869508 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - green: 9 (loser)
869508 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - Run: 33 [Tank: green] [Team: 1] [Points: 9] [Status: loser] [Kills: 3] [Deaths: 3] [Missiles Fired: 8] [Energy Used:0]
879339 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - blue: 51 (winner)
879339 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - Run: 32 [Tank: blue] [Team: 0] [Points: 51] [Status: winner] [Kills: 6] [Deaths: 1] [Missiles Fired: 29] [Energy Used:40]
879339 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - purple: -12 (loser)
879339 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - Run: 32 [Tank: purple] [Team: 1] [Points: -12] [Status: loser] [Kills: 1] [Deaths: 3] [Missiles Fired: 1] [Energy Used:80]
879339 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - yellow: -13 (loser)
879339 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - Run: 32 [Tank: yellow] [Team: 0] [Points: -13] [Status: loser] [Kills: 0] [Deaths: 3] [Missiles Fired: 3] [Energy Used:120]
879339 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - green: 9 (loser)
879340 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - Run: 32 [Tank: green] [Team: 1] [Points: 9] [Status: loser] [Kills: 1] [Deaths: 1] [Missiles Fired: 9] [Energy Used:120]
889818 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - blue: 51 (winner)
889818 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - Run: 31 [Tank: blue] [Team: 0] [Points: 51] [Status: winner] [Kills: 5] [Deaths: 2] [Missiles Fired: 49] [Energy Used:360]
889819 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - purple: 14 (loser)
889819 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - Run: 31 [Tank: purple] [Team: 1] [Points: 14] [Status: loser] [Kills: 2] [Deaths: 1] [Missiles Fired: 14] [Energy Used:240]
889819 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - yellow: -23 (loser)
889819 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - Run: 31 [Tank: yellow] [Team: 0] [Points: -23] [Status: loser] [Kills: 0] [Deaths: 4] [Missiles Fired: 1] [Energy Used:140]
889819 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - green: 11 (loser)
889819 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - Run: 31 [Tank: green] [Team: 1] [Points: 11] [Status: loser] [Kills: 2] [Deaths: 2] [Missiles Fired: 15] [Energy Used:120]
910802 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - blue: 50 (winner)
910802 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - Run: 30 [Tank: blue] [Team: 0] [Points: 50] [Status: winner] [Kills: 5] [Deaths: 1] [Missiles Fired: 61] [Energy Used:420]
910802 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - purple: 11 (loser)
910802 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - Run: 30 [Tank: purple] [Team: 1] [Points: 11] [Status: loser] [Kills: 2] [Deaths: 2] [Missiles Fired: 21] [Energy Used:320]
910802 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - yellow: -21 (loser)
910802 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - Run: 30 [Tank: yellow] [Team: 0] [Points: -21] [Status: loser] [Kills: 1] [Deaths: 6] [Missiles Fired: 3] [Energy Used:60]
910802 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - green: 11 (loser)
910802 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - Run: 30 [Tank: green] [Team: 1] [Points: 11] [Status: loser] [Kills: 2] [Deaths: 1] [Missiles Fired: 17] [Energy Used:60]
932639 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - blue: 53 (winner)
932639 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - Run: 29 [Tank: blue] [Team: 0] [Points: 53] [Status: winner] [Kills: 7] [Deaths: 2] [Missiles Fired: 58] [Energy Used:660]
932640 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - purple: 13 (loser)
932640 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - Run: 29 [Tank: purple] [Team: 1] [Points: 13] [Status: loser] [Kills: 3] [Deaths: 3] [Missiles Fired: 17] [Energy Used:180]
932640 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - yellow: -15 (loser)
932640 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - Run: 29 [Tank: yellow] [Team: 0] [Points: -15] [Status: loser] [Kills: 0] [Deaths: 4] [Missiles Fired: 4] [Energy Used:320]
932640 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - green: 20 (loser)
932640 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - Run: 29 [Tank: green] [Team: 1] [Points: 20] [Status: loser] [Kills: 2] [Deaths: 2] [Missiles Fired: 46] [Energy Used:460]
943114 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - blue: 51 (winner)
943114 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - Run: 28 [Tank: blue] [Team: 0] [Points: 51] [Status: winner] [Kills: 6] [Deaths: 3] [Missiles Fired: 51] [Energy Used:540]
943114 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - purple: 15 (loser)
943114 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - Run: 28 [Tank: purple] [Team: 1] [Points: 15] [Status: loser] [Kills: 2] [Deaths: 1] [Missiles Fired: 18] [Energy Used:200]
943114 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - yellow: -24 (loser)
943114 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - Run: 28 [Tank: yellow] [Team: 0] [Points: -24] [Status: loser] [Kills: 1] [Deaths: 6] [Missiles Fired: 0] [Energy Used:260]
943114 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - green: 15 (loser)
943114 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - Run: 28 [Tank: green] [Team: 1] [Points: 15] [Status: loser] [Kills: 3] [Deaths: 2] [Missiles Fired: 16] [Energy Used:220]
967243 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - blue: 50 (winner)
967243 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - Run: 27 [Tank: blue] [Team: 0] [Points: 50] [Status: winner] [Kills: 9] [Deaths: 7] [Missiles Fired: 77] [Energy Used:720]
967243 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - purple: 35 (loser)
967243 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - Run: 27 [Tank: purple] [Team: 1] [Points: 35] [Status: loser] [Kills: 7] [Deaths: 4] [Missiles Fired: 23] [Energy Used:140]
967243 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - yellow: -20 (loser)
967243 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - Run: 27 [Tank: yellow] [Team: 0] [Points: -20] [Status: loser] [Kills: 1] [Deaths: 5] [Missiles Fired: 2] [Energy Used:240]
967243 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - green: 32 (loser)
967243 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - Run: 27 [Tank: green] [Team: 1] [Points: 32] [Status: loser] [Kills: 3] [Deaths: 4] [Missiles Fired: 36] [Energy Used:520]
981327 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - blue: 51 (winner)
981327 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - Run: 26 [Tank: blue] [Team: 0] [Points: 51] [Status: winner] [Kills: 6] [Deaths: 2] [Missiles Fired: 42] [Energy Used:280]
981327 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - purple: 43 (loser)
981327 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - Run: 26 [Tank: purple] [Team: 1] [Points: 43] [Status: loser] [Kills: 5] [Deaths: 2] [Missiles Fired: 28] [Energy Used:420]
981327 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - yellow: -28 (loser)
981327 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - Run: 26 [Tank: yellow] [Team: 0] [Points: -28] [Status: loser] [Kills: 0] [Deaths: 5] [Missiles Fired: 0] [Energy Used:0]
981327 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - green: 4 (loser)
981327 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - Run: 26 [Tank: green] [Team: 1] [Points: 4] [Status: loser] [Kills: 2] [Deaths: 3] [Missiles Fired: 13] [Energy Used:660]
1004348 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - blue: 53 (winner)
1004348 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - Run: 25 [Tank: blue] [Team: 0] [Points: 53] [Status: winner] [Kills: 8] [Deaths: 3] [Missiles Fired: 54] [Energy Used:440]
1004348 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - purple: 30 (loser)
1004348 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - Run: 25 [Tank: purple] [Team: 1] [Points: 30] [Status: loser] [Kills: 5] [Deaths: 3] [Missiles Fired: 35] [Energy Used:540]
1004348 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - yellow: -3 (loser)
1004348 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - Run: 25 [Tank: yellow] [Team: 0] [Points: -3] [Status: loser] [Kills: 4] [Deaths: 8] [Missiles Fired: 21] [Energy Used:320]
1004348 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - green: 4 (loser)
1004348 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - Run: 25 [Tank: green] [Team: 1] [Points: 4] [Status: loser] [Kills: 2] [Deaths: 4] [Missiles Fired: 29] [Energy Used:200]
1013341 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - blue: 50 (winner)
1013341 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - Run: 24 [Tank: blue] [Team: 0] [Points: 50] [Status: winner] [Kills: 6] [Deaths: 2] [Missiles Fired: 46] [Energy Used:80]
1013341 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - purple: 3 (loser)
1013341 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - Run: 24 [Tank: purple] [Team: 1] [Points: 3] [Status: loser] [Kills: 2] [Deaths: 3] [Missiles Fired: 8] [Energy Used:0]
1013341 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - yellow: -24 (loser)
1013341 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - Run: 24 [Tank: yellow] [Team: 0] [Points: -24] [Status: loser] [Kills: 0] [Deaths: 5] [Missiles Fired: 1] [Energy Used:40]
1013341 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - green: 18 (loser)
1013341 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - Run: 24 [Tank: green] [Team: 1] [Points: 18] [Status: loser] [Kills: 3] [Deaths: 1] [Missiles Fired: 14] [Energy Used:260]
1020786 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - blue: 50 (winner)
1020787 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - Run: 23 [Tank: blue] [Team: 0] [Points: 50] [Status: winner] [Kills: 8] [Deaths: 3] [Missiles Fired: 42] [Energy Used:160]
1020787 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - purple: 11 (loser)
1020787 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - Run: 23 [Tank: purple] [Team: 1] [Points: 11] [Status: loser] [Kills: 1] [Deaths: 2] [Missiles Fired: 14] [Energy Used:140]
1020787 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - yellow: -25 (loser)
1020787 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - Run: 23 [Tank: yellow] [Team: 0] [Points: -25] [Status: loser] [Kills: 0] [Deaths: 5] [Missiles Fired: 1] [Energy Used:80]
1020788 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - green: 15 (loser)
1020788 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - Run: 23 [Tank: green] [Team: 1] [Points: 15] [Status: loser] [Kills: 4] [Deaths: 3] [Missiles Fired: 11] [Energy Used:0]
1032659 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - blue: 52 (winner)
1032659 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - Run: 22 [Tank: blue] [Team: 0] [Points: 52] [Status: winner] [Kills: 6] [Deaths: 2] [Missiles Fired: 57] [Energy Used:40]
1032659 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - purple: 5 (loser)
1032659 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - Run: 22 [Tank: purple] [Team: 1] [Points: 5] [Status: loser] [Kills: 4] [Deaths: 5] [Missiles Fired: 13] [Energy Used:480]
1032659 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - yellow: -17 (loser)
1032659 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - Run: 22 [Tank: yellow] [Team: 0] [Points: -17] [Status: loser] [Kills: 0] [Deaths: 3] [Missiles Fired: 0] [Energy Used:220]
1032659 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - green: 6 (loser)
1032659 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - Run: 22 [Tank: green] [Team: 1] [Points: 6] [Status: loser] [Kills: 2] [Deaths: 2] [Missiles Fired: 6] [Energy Used:180]
1047866 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - blue: 50 (winner)
1047866 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - Run: 21 [Tank: blue] [Team: 0] [Points: 50] [Status: winner] [Kills: 6] [Deaths: 2] [Missiles Fired: 33] [Energy Used:540]
1047866 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - purple: 11 (loser)
1047866 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - Run: 21 [Tank: purple] [Team: 1] [Points: 11] [Status: loser] [Kills: 2] [Deaths: 3] [Missiles Fired: 18] [Energy Used:40]
1047866 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - yellow: -13 (loser)
1047866 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - Run: 21 [Tank: yellow] [Team: 0] [Points: -13] [Status: loser] [Kills: 0] [Deaths: 3] [Missiles Fired: 3] [Energy Used:140]
1047866 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - green: 11 (loser)
1047866 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - Run: 21 [Tank: green] [Team: 1] [Points: 11] [Status: loser] [Kills: 2] [Deaths: 2] [Missiles Fired: 22] [Energy Used:240]
1094075 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - blue: 50 (winner)
1094076 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - Run: 20 [Tank: blue] [Team: 0] [Points: 50] [Status: winner] [Kills: 9] [Deaths: 6] [Missiles Fired: 40] [Energy Used:180]
1094076 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - purple: 22 (loser)
1094076 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - Run: 20 [Tank: purple] [Team: 1] [Points: 22] [Status: loser] [Kills: 7] [Deaths: 6] [Missiles Fired: 35] [Energy Used:660]
1094076 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - yellow: 6 (loser)
1094076 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - Run: 20 [Tank: yellow] [Team: 0] [Points: 6] [Status: loser] [Kills: 3] [Deaths: 5] [Missiles Fired: 9] [Energy Used:380]
1094076 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - green: 8 (loser)
1094076 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - Run: 20 [Tank: green] [Team: 1] [Points: 8] [Status: loser] [Kills: 3] [Deaths: 4] [Missiles Fired: 16] [Energy Used:0]
1111302 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - blue: 51 (winner)
1111302 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - Run: 19 [Tank: blue] [Team: 0] [Points: 51] [Status: winner] [Kills: 6] [Deaths: 0] [Missiles Fired: 46] [Energy Used:80]
1111302 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - purple: 17 (loser)
1111302 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - Run: 19 [Tank: purple] [Team: 1] [Points: 17] [Status: loser] [Kills: 2] [Deaths: 2] [Missiles Fired: 13] [Energy Used:160]
1111303 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - yellow: -20 (loser)
1111303 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - Run: 19 [Tank: yellow] [Team: 0] [Points: -20] [Status: loser] [Kills: 0] [Deaths: 4] [Missiles Fired: 2] [Energy Used:0]
1111303 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - green: -2 (loser)
1111303 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - Run: 19 [Tank: green] [Team: 1] [Points: -2] [Status: loser] [Kills: 1] [Deaths: 3] [Missiles Fired: 13] [Energy Used:20]
1123947 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - blue: 50 (winner)
1123947 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - Run: 18 [Tank: blue] [Team: 0] [Points: 50] [Status: winner] [Kills: 5] [Deaths: 0] [Missiles Fired: 38] [Energy Used:360]
1123947 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - purple: 4 (loser)
1123947 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - Run: 18 [Tank: purple] [Team: 1] [Points: 4] [Status: loser] [Kills: 0] [Deaths: 1] [Missiles Fired: 15] [Energy Used:180]
1123947 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - yellow: -32 (loser)
1123947 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - Run: 18 [Tank: yellow] [Team: 0] [Points: -32] [Status: loser] [Kills: 1] [Deaths: 8] [Missiles Fired: 3] [Energy Used:80]
1123947 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - green: 26 (loser)
1123947 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - Run: 18 [Tank: green] [Team: 1] [Points: 26] [Status: loser] [Kills: 3] [Deaths: 0] [Missiles Fired: 11] [Energy Used:0]
1134175 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - blue: 51 (winner)
1134175 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - Run: 17 [Tank: blue] [Team: 0] [Points: 51] [Status: winner] [Kills: 5] [Deaths: 0] [Missiles Fired: 37] [Energy Used:100]
1134175 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - purple: 6 (loser)
1134175 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - Run: 17 [Tank: purple] [Team: 1] [Points: 6] [Status: loser] [Kills: 3] [Deaths: 3] [Missiles Fired: 11] [Energy Used:300]
1134175 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - yellow: -13 (loser)
1134175 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - Run: 17 [Tank: yellow] [Team: 0] [Points: -13] [Status: loser] [Kills: 0] [Deaths: 3] [Missiles Fired: 1] [Energy Used:80]
1134175 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - green: -2 (loser)
1134175 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - Run: 17 [Tank: green] [Team: 1] [Points: -2] [Status: loser] [Kills: 1] [Deaths: 3] [Missiles Fired: 12] [Energy Used:380]
1155273 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - blue: 4 (loser)
1155273 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - Run: 16 [Tank: blue] [Team: 0] [Points: 4] [Status: loser] [Kills: 5] [Deaths: 9] [Missiles Fired: 43] [Energy Used:720]
1155273 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - purple: 32 (loser)
1155273 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - Run: 16 [Tank: purple] [Team: 1] [Points: 32] [Status: loser] [Kills: 5] [Deaths: 2] [Missiles Fired: 35] [Energy Used:320]
1155274 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - yellow: -11 (loser)
1155274 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - Run: 16 [Tank: yellow] [Team: 0] [Points: -11] [Status: loser] [Kills: 3] [Deaths: 5] [Missiles Fired: 0] [Energy Used:140]
1155274 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - green: 50 (winner)
1155274 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - Run: 16 [Tank: green] [Team: 1] [Points: 50] [Status: winner] [Kills: 5] [Deaths: 2] [Missiles Fired: 38] [Energy Used:220]
1165687 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - blue: 53 (winner)
1165687 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - Run: 15 [Tank: blue] [Team: 0] [Points: 53] [Status: winner] [Kills: 6] [Deaths: 2] [Missiles Fired: 49] [Energy Used:240]
1165687 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - purple: 13 (loser)
1165687 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - Run: 15 [Tank: purple] [Team: 1] [Points: 13] [Status: loser] [Kills: 3] [Deaths: 3] [Missiles Fired: 22] [Energy Used:340]
1165687 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - yellow: -18 (loser)
1165688 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - Run: 15 [Tank: yellow] [Team: 0] [Points: -18] [Status: loser] [Kills: 0] [Deaths: 5] [Missiles Fired: 6] [Energy Used:240]
1165688 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - green: 16 (loser)
1165688 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - Run: 15 [Tank: green] [Team: 1] [Points: 16] [Status: loser] [Kills: 3] [Deaths: 1] [Missiles Fired: 16] [Energy Used:320]
1174495 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - blue: 51 (winner)
1174495 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - Run: 14 [Tank: blue] [Team: 0] [Points: 51] [Status: winner] [Kills: 5] [Deaths: 0] [Missiles Fired: 49] [Energy Used:120]
1174495 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - purple: 22 (loser)
1174496 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - Run: 14 [Tank: purple] [Team: 1] [Points: 22] [Status: loser] [Kills: 3] [Deaths: 2] [Missiles Fired: 19] [Energy Used:340]
1174496 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - yellow: -25 (loser)
1174496 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - Run: 14 [Tank: yellow] [Team: 0] [Points: -25] [Status: loser] [Kills: 0] [Deaths: 6] [Missiles Fired: 4] [Energy Used:0]
1174496 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - green: 13 (loser)
1174496 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - Run: 14 [Tank: green] [Team: 1] [Points: 13] [Status: loser] [Kills: 2] [Deaths: 2] [Missiles Fired: 16] [Energy Used:0]
1191568 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - blue: 50 (winner)
1191568 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - Run: 13 [Tank: blue] [Team: 0] [Points: 50] [Status: winner] [Kills: 6] [Deaths: 1] [Missiles Fired: 64] [Energy Used:200]
1191568 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - purple: 12 (loser)
1191569 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - Run: 13 [Tank: purple] [Team: 1] [Points: 12] [Status: loser] [Kills: 1] [Deaths: 1] [Missiles Fired: 16] [Energy Used:320]
1191569 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - yellow: -21 (loser)
1191569 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - Run: 13 [Tank: yellow] [Team: 0] [Points: -21] [Status: loser] [Kills: 0] [Deaths: 4] [Missiles Fired: 1] [Energy Used:140]
1191569 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - green: 7 (loser)
1191569 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - Run: 13 [Tank: green] [Team: 1] [Points: 7] [Status: loser] [Kills: 1] [Deaths: 2] [Missiles Fired: 9] [Energy Used:260]
